0.565374654,0.175715865,0.139136071,0.278301163,0.05606594,-0.013388076,0.204766208,0.002510974,0.27071566,0.186272219
-0.041384654,-0.045833876,-0.045141033,-0.043224409,-0.047352751,-0.043428335,-0.028096166,-0.049434804,-0.04198498,-0.042570554
0.099611735,0.087881635,0.094223628,0.091093659,0.095601487,0.0853363,0.119215909,0.078845038,0.074489751,0.104944614
1.567302403,1.032873697,1.182367701,1.575026421,1.502127615,0.772966116,1.341310072,0.958494101,1.024958855,1.051005145
-0.085472151,-0.003501834,0.095956884,0.200877428,0.061133164,0.358887987,0.211303821,0.076588364,0.018872836,-0.001925692
1.748625291,1.705756176,1.750564192,1.607217111,1.669772492,1.659056977,1.509039115,1.706367876,1.565220506,1.845584606
-0.113152011,0.154907868,0.053843402,-0.124276526,-0.031810483,0.343253257,-0.066131536,0.177877643,0.1963237,0.085357192
-0.380402394,-0.383280768,-0.385150509,-0.358611522,-0.371799175,-0.422987893,-0.350396054,-0.381430572,-0.380435259,-0.394235254
-1.405841931,-1.585272427,-1.491892095,-1.387629719,-1.4625003,-1.639548789,-1.236862291,-1.544784082,-1.530763287,-1.507764431
-1.479134669,-1.713395239,-1.625846494,-1.386135626,-1.514311933,-1.859509674,-1.327615423,-1.718841506,-1.652114432,-1.70059503
-0.177760034,0.034002572,-0.007477309,-0.159990798,0.113843768,-0.100223556,0.10725265,0.121773909,-0.039781894,0.041123232
0.205262644,0.245793312,0.231590906,0.199336864,0.217755105,0.254510843,0.179441717,0.251297298,0.233591028,0.238862653
5.43555835,5.103761264,5.208080575,5.291363946,5.30258461,4.976839192,5.19197725,5.041024638,4.991785997,5.241354689
